,Employment Cost Index: Wages and Salaries: Private Industry Workers,Employment Cost Index: Total compensation: All Civilian,Employment Cost Index: Wages and salaries for Private industry workers in Aircraft manufacturing,Unemployment Rate,Labor Force Participation Rate,"All Employees, Total Nonfarm",Unemployment Rate in California,Unemployment Rate in Texas,Unemployment Rate in New York,"Unemployment Rate in Austin-Round Rock, TX (MSA)","Unemployment Rate in Dallas-Fort Worth-Arlington, TX (MSA)","Unemployment Rate in Seattle-Tacoma-Bellevue, WA (MSA)","Unemployment Rate in Los Angeles County, CA","Unemployment Rate in Miami-Dade County, FL","Unemployment Rate in San Francisco County/City, CA",Unemployment Rate in Great Lakes BEA Region (DISCONTINUED),Unemployment Rate in Southeast BEA Region (DISCONTINUED),Unemployment Rate in New England BEA Region (DISCONTINUED),Initial Claims,Continued Claims (Insured Unemployment),4-Week Moving Average of Initial Claims,Total Nonfarm Private Payroll Employment,Total Nonfarm Private Payroll Employment (DISCONTINUED),Adjusted Unemployment Rate in Japan (DISCONTINUED),Unemployment Rate in the United States (DISCONTINUED),Adjusted Unemployment Rate in Italy (DISCONTINUED),Change in Total Nonfarm Payroll Employment in Texas,Mining: Oil and Gas Extraction Payroll Employment in Texas,Retail Trade: Automobile Dealers Payroll Employment in Texas,All Employees: State Government in New York,Average Hourly Earnings of All Employees: Total Private in California,"All Employees: Total Nonfarm in New York City, NY","Average Weekly Wages for Employees in Total Covered Establishments in Houston-Sugar Land-Baytown, TX (MSA)","Average Weekly Wages for Employees in Total Covered Establishments in New Orleans-Metairie-Kenner, LA (MSA)","Number of Private Establishments for All Industries in Spencer County, KY",Hornstein-Kudlyak-Lange Non-Employment Index,Hornstein-Kudlyak-Lange Non-Employment Index including People Working Part-Time for Economic Reasons,Initial Claims in California,Continued Claims (Insured Unemployment) in California,Initial Claims in Texas
2005-12-01,,,,4.9,66.0,135160.0,5.1,5.3,4.9,4.2,4.9,4.3,4.8,1.8,4.2,5.593,4.778,4.614,,,,,113252.4,,,,24.787166599999182,65.75871806,-2.683702704633817,,,3665.4,,,,8.356279050842879,9.25794428677097,,,
2006-01-01,100.8,100.7,101.9,4.7,66.0,135425.0,5.0,5.3,4.8,4.5,5.1,4.2,5.1,1.9,4.6,5.505,4.601,4.564,,,,,113642.233,,,,35.73727150000013,66.755362556,4.751272992385558,258.4,,3662.0,953.589058533152,827.038125460993,234.0,8.242637506695448,9.14264764552327,,,
2006-02-01,,,,4.8,66.1,135732.0,5.0,5.2,4.7,4.5,5.2,4.4,5.1,1.8,4.6,5.422,4.477,4.519,,,,,113996.197,,,,24.63133150000067,67.261168328,1.042418623234509,,,3665.4,,,,8.238952219078021,9.15756297494857,,,
2006-03-01,,,,4.7,66.2,136041.0,4.9,5.2,4.7,4.5,5.0,4.3,4.7,2.0,4.4,5.367,4.411,4.489,,,,,114144.0,,,,38.2227286999987,67.309395867,2.729447278041097,,,3676.4,,,,8.13678272291424,9.01178103342231,,,
2006-04-01,101.6,101.6,102.5,4.7,66.1,136210.0,4.9,5.2,4.7,4.2,4.8,3.8,4.5,1.9,4.1,5.351,4.4,4.481,291000.0,2405000.0,299000.0,,114299.058,,,,8.25590100000045,68.062553122,3.96759910777702,,,3684.3,960.049378500825,819.8101031094949,236.0,8.26949608760586,9.09782631004132,33437.0,370886.0,11903.0
2006-05-01,,,,4.6,66.1,136247.0,4.9,5.2,4.7,4.2,4.9,4.2,4.5,1.9,3.9,5.36,4.415,4.488,,,,,114392.717,,,,29.69290000000001,68.177457805,7.052629817735734,,,3689.7,,,,8.09236459975115,8.99658963104933,,,
2006-06-01,,,,4.6,66.2,136328.0,4.9,5.2,4.6,4.7,5.3,4.2,4.8,2.2,4.3,5.378,4.433,4.506,,,,,114681.497,,,,34.99531399999978,68.468537561,4.294957471285188,,,3695.4,,,,8.084950178276939,9.02618225122896,,,
2006-07-01,102.5,102.6,102.9,4.7,66.1,136522.0,4.9,5.1,4.5,4.6,5.3,4.3,5.4,2.4,4.5,5.389,4.434,4.528,316000.0,2399000.0,307750.0,,114912.32,,,,-3.602770999999848,68.730779101,3.045231756854072,,,3695.5,963.214416666122,805.967363367089,241.0,8.145446038144181,9.08485422014341,38818.0,267091.0,13811.0
2006-08-01,,,,4.7,66.2,136688.0,4.9,5.0,4.5,4.3,4.9,4.1,5.1,2.5,4.4,5.395,4.421,4.549,,,,,115130.348,,,,47.55946199999926,69.279656422,3.181863217535885,,,3698.2,,,,8.1140649671562,9.05119694205491,,,
2006-09-01,,,,4.5,66.1,136825.0,4.9,4.8,4.4,4.0,4.7,4.1,4.8,2.5,4.0,5.403,4.4,4.563,,,,,115182.505,,,,39.398191000000224,69.841186385,0.8171006333262287,,,3708.8,,,,8.096812787806499,9.013121834802359,,,
2006-10-01,103.3,103.4,102.7,4.4,66.2,136849.0,4.9,4.7,4.3,3.7,4.4,3.8,4.4,2.1,3.8,5.402,4.371,4.562,,,,,115272.471,,,,4.508227000000261,70.169578926,4.102439422735071,,,3715.8,982.3752616736999,811.4311233917019,243.0,8.060913345350471,9.01248472087009,,,
2006-11-01,,,,4.5,66.3,137068.0,4.9,4.6,4.3,3.7,4.4,4.1,4.5,2.0,4.0,5.392,4.339,4.544,,,,,115515.758,,,,33.504526000000624,70.557911243,0.04713537050364813,,,3729.2,,,,8.11105549769601,9.00413878893038,,,
2006-12-01,,,,4.4,66.4,137251.0,4.9,4.5,4.2,3.3,4.1,3.8,4.4,1.9,3.7,5.375,4.31,4.515,,,,,115533.716,,,,33.786181999999826,70.867285983,0.22499369742967623,,,3741.0,,,,8.01024551725631,8.91601829170154,,,
2007-01-01,104.3,104.2,104.7,4.6,66.4,137475.0,4.9,4.5,4.2,4.0,4.8,4.3,5.1,2.1,4.4,5.362,4.291,4.484,,,,,115576.262,3.8,4.6,6.2,15.268231000000014,71.382651577,1.9626017208484337,261.4,25.03,3748.3,1024.1888309133901,829.386051444715,258.0,8.08501379543568,9.00356454114286,,,
2007-02-01,,,,4.5,66.3,137556.0,5.0,4.4,4.2,3.9,4.6,4.1,4.9,2.0,4.1,5.36,4.284,4.459,,,,,115577.273,3.8,4.5,6.0,42.0393239999994,71.739034037,0.7180152837103604,,24.75,3756.9,,,,8.05697070049463,8.96502894703895,,,
2007-03-01,,,,4.4,66.2,137782.0,5.0,4.4,4.2,3.6,4.2,3.8,4.7,2.3,4.2,5.362,4.289,4.444,,,,,115644.0,3.8,4.4,6.0,43.71198800000093,72.054130289,7.3776032197499175,,24.84,3761.4,,,,7.9043138068447,8.82796718571042,,,
2007-04-01,105.1,105.1,104.8,4.5,65.9,137842.0,5.1,4.3,4.3,3.3,4.0,3.1,4.6,2.3,4.0,5.374,4.309,4.439,,,,,115724.357,3.6,4.5,5.9,17.75423099999898,72.58551562,-2.1724516725446397,,24.93,3760.2,1024.6856057146001,829.696739511984,256.0,8.18232268057177,9.08675841793798,,,
2007-05-01,,,,4.4,66.0,137993.0,5.1,4.3,4.3,3.4,4.0,3.5,4.6,2.3,3.8,5.408,4.351,4.444,,,,,115793.491,3.6,4.4,6.1,29.593066000001272,73.218648352,2.5849985890554317,,24.68,3764.5,,,,8.13448433005121,9.10413807813812,,,
2007-06-01,,,,4.6,66.0,138072.0,5.2,4.3,4.4,4.0,4.6,3.7,5.0,2.7,4.3,5.466,4.409,4.459,,,,,115793.218,3.4,4.6,6.0,40.45490400000017,73.999423927,1.3645159478640867,,24.66,3773.7,,,,8.10536183881382,9.036266967619511,,,
2007-07-01,105.9,105.9,104.4,4.7,66.0,138042.0,5.3,4.3,4.5,4.1,4.7,3.7,5.7,3.0,4.5,5.543,4.482,4.483,,,,,115783.496,3.4,4.7,6.4,11.596720999999889,74.364995858,2.9884240281669916,,24.8,3778.0,1028.72861670392,831.5537291189639,261.0,8.12308902196305,9.07402363034929,,,
2007-08-01,,,,4.6,65.8,138017.0,5.4,4.3,4.5,3.7,4.3,3.4,5.5,3.1,4.5,5.628,4.567,4.516,,,,,115821.567,3.5,4.6,6.2,22.82705299999907,74.846128173,2.935559976996416,,24.48,3780.3,,,,8.148121120661001,9.158876420044109,,,
2007-09-01,,,,4.7,66.0,138103.0,5.5,4.4,4.6,3.9,4.4,3.6,5.4,3.3,4.2,5.699,4.655,4.557,314000.0,2565000.0,320000.0,,115829.749,3.7,4.7,6.3,13.992500000000291,75.086501996,2.0569919756210586,,24.72,3789.7,,,,8.19604620738905,9.19157063688809,38814.0,306322.0,13068.0
2007-10-01,106.7,106.8,104.6,4.7,65.8,138175.0,5.7,4.4,4.6,3.5,4.1,3.5,5.3,3.1,4.1,5.746,4.74,4.605,,,,,115709.117,3.8,4.7,6.3,30.091298999999708,75.451325729,0.4004433132645868,,24.45,3798.9,1037.2701428474002,834.1288057182389,269.0,8.19124378877862,9.13304057725628,,,
2007-11-01,,,,4.7,66.0,138291.0,5.7,4.4,4.7,3.6,4.2,3.4,5.3,2.9,4.1,5.754,4.816,4.656,,,,,115676.684,3.6,4.7,6.2,30.134659999999712,75.881291281,3.118002319532698,,24.53,3807.3,,,,8.1100367110133,9.06111200360989,,,
2007-12-01,,,,5.0,66.0,138396.0,5.8,4.4,4.7,3.7,4.3,3.5,5.6,3.0,4.2,5.731,4.884,4.707,344000.0,2639000.0,340250.0,,115759.878,3.5,5.0,6.6,19.57125300000007,76.463255325,2.423109203701479,,24.47,3810.1,,,,8.28174437771778,9.2632058327073,56199.0,423240.0,14542.0
2008-01-01,107.6,107.6,107.0,5.0,66.2,138397.0,5.9,4.3,4.7,4.1,4.6,3.8,6.2,3.2,4.5,5.71,4.96,4.763,,,,,115866.937,3.6,5.0,6.5,32.7518199999995,75.899184215,1.9480822419782662,262.7,24.23,3823.8,1062.80895868002,867.609788822742,269.0,8.294591966470941,9.33374579470174,,,
2008-02-01,,,,4.9,66.0,138326.0,6.0,4.3,4.8,3.8,4.4,3.7,6.0,3.2,4.3,5.724,5.055,4.833,,,,,115849.143,3.7,4.9,6.6,36.25079800000094,76.832337675,2.7726753798172465,,24.2,3831.7,,,,8.28399146146322,9.32716532847835,,,
2008-03-01,,,,5.1,66.1,138256.0,6.2,4.3,4.8,3.8,4.4,3.8,6.2,3.7,4.6,5.804,5.186,4.928,345000.0,2867000.0,345500.0,,115832.0,3.5,5.1,6.5,-10.105437000000165,77.671934371,1.4466878332133781,,24.51,3830.0,,,,8.40195321177999,9.454844656416169,50509.0,525363.0,12442.0
2008-04-01,108.4,108.3,107.4,5.0,65.9,138037.0,6.4,4.4,4.9,3.4,4.0,3.3,6.0,3.6,4.3,5.954,5.357,5.051,,,,,115489.041,3.6,5.0,6.9,16.583918000000267,78.728838059,1.8328219136970691,,24.63,3839.6,1071.32355353315,862.902646434144,246.0,8.43044665023754,9.51644338945566,,,
2008-05-01,,,,5.4,66.1,137847.0,6.7,4.5,5.0,3.9,4.5,4.1,6.7,4.0,4.7,6.152,5.563,5.201,,,,,115199.065,3.6,5.4,6.9,15.983895999999731,79.365446511,-5.619439291350991,,24.58,3833.1,,,,8.58767453404419,9.722708286587919,,,
2008-06-01,,,,5.6,66.1,137689.0,7.0,4.7,5.2,4.4,5.0,4.2,7.3,4.4,5.3,6.367,5.787,5.368,,,,,114849.685,3.7,5.6,7.2,0.9003680000005261,80.239831413,-8.271428605146768,,24.67,3836.0,,,,8.6410021642789,9.82550295335647,,,
2008-07-01,109.0,109.1,107.6,5.8,66.1,137492.0,7.3,4.8,5.3,4.7,5.2,4.7,8.2,4.7,5.6,6.57,6.012,5.547,,,,,114583.001,3.6,5.8,6.8,12.762328999999227,80.401403706,-0.4287355635646417,,24.69,3840.2,1064.12458039575,867.4960879055039,238.0,8.825308193739879,10.1104929451025,,,
2008-08-01,,,,6.1,66.1,137209.0,7.6,5.0,5.5,4.8,5.3,4.6,8.4,5.1,5.9,6.769,6.239,5.74,,,,,114189.569,3.7,6.1,7.1,12.510309999999663,80.78596497,-7.858845828718231,,24.66,3843.7,,,,8.970648662234861,10.242495110836,,,
2008-09-01,,,,6.1,66.0,136759.0,8.0,5.2,5.7,4.7,5.3,4.7,8.3,5.2,5.6,7.008,6.528,5.956,,,,,113780.27,3.7,6.1,6.9,-38.21802899999966,81.097395043,-12.605064731453986,,24.83,3844.3,,,,9.057674703442089,10.3836666667589,,,
2008-10-01,109.5,109.6,108.1,6.5,66.0,136294.0,8.4,5.4,6.0,4.7,5.3,4.9,8.5,5.2,5.8,7.341,6.865,6.21,,,,,113298.261,3.5,6.5,6.9,17.837571000000025,81.870056598,-32.93538547631957,,24.9,3826.6,1065.71338103774,868.830208042338,245.0,9.19623551140775,10.6256515390539,,,
2008-11-01,,,,6.8,65.9,135546.0,8.8,5.6,6.3,4.9,5.5,5.1,8.8,5.0,6.1,7.788,7.466,6.504,490000.0,3928000.0,477250.0,,112942.746,3.7,6.8,7.1,-19.338346999998976,82.048987214,-19.17752328921273,,25.25,3815.2,,,,9.44758742081891,10.9870647966812,63867.0,566092.0,19982.0
2008-12-01,,,,7.3,65.8,134848.0,9.3,5.9,6.7,5.1,5.7,5.3,9.5,5.1,6.5,8.33,7.994,6.83,,,,,112281.89,4.1,7.3,6.9,-23.627676000000065,82.635672203,-17.97133423204913,,25.57,3804.9,,,,9.721233440453279,11.421985761697,,,
2009-01-01,109.8,109.9,110.5,7.8,65.7,134066.0,9.9,6.1,7.1,6.2,6.8,6.2,10.7,5.5,7.9,9.039,8.506,7.166,,,,,111558.852,4.0,7.8,7.3,-56.08492400000068,82.038861197,-23.651021714729136,261.2,25.43,3786.2,1037.88561600644,857.15005287855,237.0,10.151731351478201,11.881987199650998,,,
2009-02-01,,,,8.3,65.8,133314.0,10.4,6.3,7.5,6.3,6.8,6.6,11.0,5.7,8.2,9.724,8.98,7.486,,,,,110680.493,4.2,8.3,7.3,-63.84350500000073,81.838882195,-13.745266100190944,,25.42,3768.4,,,,10.371195868358,12.231773133276299,,,
2009-03-01,,,,8.7,65.6,132494.0,10.8,6.4,7.9,6.1,6.8,6.6,11.2,6.2,8.7,10.311,9.373,7.763,,,,,109952.0,4.5,8.7,7.7,-59.06655099999989,81.5285352,-11.038728142016318,,25.6,3749.1,,,,10.5658697597404,12.5049381306799,,,
2009-04-01,110.1,110.2,111.0,9.0,65.7,131825.0,11.2,6.5,8.1,5.6,6.3,6.3,10.8,6.0,8.5,10.756,9.656,7.986,,,,,109474.96,4.6,9.0,7.5,-57.728439999998955,80.90038785,-13.525783548501513,,25.44,3722.3,1046.91931197777,865.2884764282629,221.0,10.663097188310699,12.5193494338807,,,
2009-05-01,,,,9.4,65.7,131470.0,11.4,7.5,8.3,6.6,7.5,7.2,11.3,9.0,8.8,11.067,9.84,8.158,,,,,109248.765,4.8,9.4,7.6,-30.064980000001015,80.479611042,-8.274721636655913,,25.2,3720.0,,,,10.8623885870053,12.7932833558797,,,
2009-06-01,,,,9.5,65.7,131003.0,11.7,8.0,8.5,7.6,8.7,7.8,11.9,10.3,9.7,11.275,9.952,8.287,,,,,109003.048,4.9,9.5,7.9,-32.81797000000006,79.951786038,-7.7472260582018615,,25.3,3714.7,,,,10.901918172934,12.8302053198622,,,
2009-07-01,110.5,110.7,111.5,9.5,65.5,130661.0,11.8,8.2,8.6,7.7,8.7,8.2,12.6,10.6,9.7,11.302,10.021,8.383,,,,,108811.488,5.2,9.5,8.1,-25.548297999999704,80.200915031,1.6578065684711207,,25.21,3740.4,1057.92157899999,868.1622898326669,220.0,10.7393970444829,12.6709346746979,,,
2009-08-01,,,,9.6,65.4,130480.0,12.0,8.3,8.7,7.5,8.6,8.4,12.5,11.0,9.8,11.305,10.072,8.453,555000.0,6111000.0,562000.0,,108699.19,5.1,9.6,8.1,-31.1408279999996,79.887529966,-1.6037970601741391,,25.48,3732.0,,,,10.7526085526434,12.6729567741006,73536.0,806307.0,21447.0
2009-09-01,,,,9.8,65.1,130241.0,12.1,8.3,8.8,7.4,8.5,8.8,12.4,11.2,9.5,11.306,10.118,8.504,,,,,108515.339,5.1,9.8,8.4,-6.892147000000477,79.889663823,-1.341334568143504,,25.53,3712.6,,,,10.8244786201679,12.684267311682401,,,
2009-10-01,111.0,111.1,111.5,10.0,65.0,130061.0,12.3,8.3,8.9,7.3,8.3,8.7,12.4,11.2,9.5,11.32,10.166,8.542,,,,,108275.513,4.9,10.0,8.2,0.2122510000008333,79.503284753,-0.17422232271945282,,25.69,3708.1,1071.5333033503998,877.200787459146,230.0,10.9370136284255,12.8366613827465,,,
2009-11-01,,,,9.9,65.0,130059.0,12.4,8.3,9.0,7.1,8.1,8.6,12.0,10.9,9.3,11.353,10.219,8.571,,,,,108034.135,4.9,9.9,8.3,-8.29278400000112,79.512298428,-4.641387157756693,,25.77,3706.3,,,,10.791933541824699,12.6959601358619,,,
2009-12-01,,,,9.9,64.6,129807.0,12.5,8.3,9.0,7.1,8.1,8.9,12.1,11.0,9.3,11.385,10.264,8.589,,,,,107759.783,4.8,9.9,8.4,3.8278600000012375,79.750084096,-4.90143532331534,,25.69,3712.4,,,,10.8558318604165,12.7616034189589,,,
2010-01-01,111.4,111.8,113.7,9.8,64.8,129795.0,12.6,8.3,9.0,7.5,8.5,9.5,13.0,11.2,9.7,11.371,10.275,8.592,,,,104010000.0,107624.361,4.7,9.8,8.6,21.674976999998762,80.854474096,2.711224498522369,260.9,26.41,3717.5,1046.6504513340801,859.12700933823,235.0,10.7643900762016,12.5737971110884,,,
2010-02-01,,,,9.8,64.9,129702.0,12.6,8.3,9.0,7.3,8.4,9.4,12.7,11.2,9.4,11.278,10.259,8.574,,,,103965000.0,107474.082,4.7,9.8,8.7,1.3805670000001555,80.922064144,0.5159097513304678,,26.26,3719.8,,,,10.7749441718061,12.6525374831682,,,
2010-03-01,,,,9.9,64.9,129865.0,12.6,8.3,8.9,7.2,8.3,9.2,12.6,11.8,9.6,11.111,10.174,8.534,,,,103970000.0,107361.0,4.7,9.9,8.5,35.90424499999972,81.252605564,5.283779835303415,,26.22,3730.2,,,,10.7512065805407,12.6887172860051,,,
2010-04-01,111.9,112.3,113.9,9.9,65.2,130115.0,12.5,8.2,8.8,6.9,7.9,8.5,12.1,11.4,9.0,10.891,10.035,8.475,,,,104257000.0,107468.223,4.8,9.9,8.8,29.636069000000134,81.275065954,7.13011869773903,,26.39,3745.6,1069.43779538803,883.2538846306619,243.0,10.5997656971736,12.5189877330563,,,
2010-05-01,,,,9.6,64.9,130645.0,12.5,8.2,8.8,6.8,7.9,8.7,12.1,11.5,8.7,10.647,9.898,8.403,451000.0,4695000.0,462000.0,104352000.0,107636.516,4.8,9.6,8.7,53.188240000001315,81.798437653,4.941309286865425,,26.39,3763.5,,,,10.4878605185914,12.3470453922045,65445.0,711139.0,19643.0
2010-06-01,,,,9.4,64.6,130501.0,12.4,8.1,8.7,7.3,8.3,8.9,12.4,11.8,9.1,10.423,9.781,8.333,,,,104374000.0,107784.718,4.8,9.4,8.4,-2.2570210000012594,81.775985464,3.4809674211483843,,26.19,3760.9,,,,10.410202900811601,12.2328988371747,,,
2010-07-01,112.3,112.8,114.5,9.4,64.6,130420.0,12.3,8.1,8.6,7.3,8.3,9.0,13.2,12.1,9.2,10.252,9.726,8.277,,,,104653000.0,107943.125,4.7,9.5,8.5,-7.23076299999957,82.079125111,5.0093744446166655,,26.29,3741.8,1098.64689605655,896.1839617158479,243.0,10.474106147555801,12.3134842961217,,,
2010-08-01,,,,9.5,64.7,130423.0,12.4,8.1,8.6,7.1,8.2,8.9,13.0,12.3,9.2,10.135,9.731,8.238,,,,104736000.0,108046.987,4.7,9.5,8.4,5.5813710000002175,82.334057039,4.73365476660268,,26.34,3746.5,,,,10.54462481179,12.390744198277199,,,
2010-09-01,,,,9.5,64.6,130340.0,12.4,8.1,8.6,6.9,8.0,8.9,12.6,12.2,8.8,10.041,9.766,8.212,,,,104872000.0,108148.572,4.8,9.5,8.4,15.671856000000844,82.891905574,2.9073796104577943,,26.3,3753.8,,,,10.5755017043726,12.471285202575901,,,
2010-10-01,112.9,113.3,114.4,9.4,64.4,130620.0,12.4,8.2,8.6,6.8,7.8,8.7,12.4,11.9,8.8,9.931,9.793,8.188,,,,104911000.0,108221.761,4.8,9.5,8.7,38.41699299999891,83.335593267,2.3246302474457803,,26.36,3769.2,1108.15498147826,906.7751184904089,235.0,10.5280884078183,12.3866575558417,,,
2010-11-01,,,,9.8,64.6,130754.0,12.4,8.2,8.5,6.9,8.0,9.0,12.6,11.9,9.1,9.783,9.782,8.156,,,,105151000.0,108376.088,4.7,9.8,8.3,4.785438000000795,83.649103451,4.3607145613236975,,26.54,3773.6,,,,10.674418983217599,12.5131857856028,,,
2010-12-01,,,,9.3,64.3,130836.0,12.4,8.2,8.5,6.7,7.8,8.7,12.3,11.6,8.5,9.607,9.722,8.111,,,,105055000.0,108476.85,4.5,9.3,8.3,22.414770999999746,84.038581041,3.6723796763273864,,26.69,3781.2,,,,10.4780124351813,12.3402993688932,,,
2011-01-01,113.2,114.0,116.2,9.1,64.2,130839.0,12.3,8.2,8.4,7.1,8.3,9.1,12.7,11.5,8.9,9.439,9.629,8.054,413000.0,3898000.0,416500.0,105371000.0,108533.192,4.4,9.1,8.1,13.026464000000487,84.492759685,3.30001795765964,259.3,26.87,3803.2,1123.07165705881,890.214679485676,228.0,10.395431929648,12.1757190954288,73293.0,645820.0,15967.0
2011-02-01,,,,9.0,64.1,131054.0,12.2,8.2,8.3,6.9,8.0,8.9,12.3,11.0,8.6,9.314,9.525,7.988,,,,105540000.0,108711.795,4.3,9.0,8.0,4.873572999998942,84.729300682,-0.7443837175917345,,27.07,3810.7,,,,10.341306159635701,12.1139343559566,,,
2011-03-01,,,,9.0,64.2,131278.0,12.1,8.1,8.2,6.8,7.9,8.6,12.1,11.1,8.5,9.247,9.43,7.917,,,,105874000.0,109096.0,4.3,8.9,8.0,44.0807130000012,85.226289802,8.519185836576115,,27.15,3815.5,,,,10.2571745237995,12.0675158611783,,,
2011-04-01,113.7,114.7,116.8,9.1,64.2,131604.0,12.0,8.1,8.2,6.5,7.6,7.9,11.7,10.4,8.0,9.244,9.359,7.845,,,,106166000.0,109273.082,4.3,9.0,7.8,47.163047999998525,86.365156093,12.49514667228986,,27.0,3827.2,1122.92785631517,906.7375597683721,220.0,10.374571704431998,12.1867259824404,,,
2011-05-01,,,,9.0,64.1,131704.0,12.0,8.2,8.2,6.7,7.8,8.1,11.9,10.0,7.9,9.293,9.32,7.777,,,,106374000.0,109305.624,4.2,9.0,8.2,0.3764520000004268,86.017851447,-1.080430785235853,,27.16,3829.5,,,,10.311737705886099,12.1118735613951,,,
2011-06-01,,,,9.1,64.0,131936.0,12.0,8.3,8.3,7.4,8.5,8.3,12.5,10.0,8.6,9.353,9.294,7.713,,,,106693000.0,109511.428,4.3,9.1,8.1,27.27508400000079,87.596790402,5.0766250304771665,,26.66,3840.6,,,,10.4187138005095,12.1948302712206,,,
2011-07-01,114.2,115.1,117.4,9.0,64.0,131992.0,12.0,8.3,8.3,7.5,8.4,8.3,13.1,9.6,8.5,9.378,9.254,7.648,,,,106922000.0,109846.535,4.3,9.0,8.4,26.93804999999884,88.033821132,1.1853848288279734,,26.89,3848.4,1169.09810618536,925.6039807080709,224.0,10.401733080074301,12.1684250050169,,,
2011-08-01,,,,9.0,64.1,132123.0,11.9,8.2,8.4,7.2,8.1,8.0,12.8,9.5,8.4,9.342,9.185,7.585,,,,107107000.0,110065.388,4.1,9.0,8.5,14.082674000001134,89.030463207,4.139876330786563,,26.63,3859.8,,,,10.337075502134201,12.1515511940214,,,
2011-09-01,,,,9.0,64.2,132346.0,11.8,8.0,8.4,7.1,7.9,7.9,12.4,8.7,8.0,9.234,9.076,7.524,,,,107337000.0,110260.456,3.9,9.0,9.0,33.075980999999956,89.320937973,7.4407654432689485,,26.8,3873.2,,,,10.3027750238249,12.146196719999,,,
2011-10-01,114.7,115.6,117.3,8.8,64.1,132557.0,11.6,7.8,8.5,6.6,7.4,7.7,12.0,8.3,7.8,9.063,8.933,7.465,405000.0,3697000.0,415500.0,107524000.0,110456.058,4.1,8.9,8.9,-18.724169000000984,90.651561065,7.558044630654881,,27.01,3853.2,1113.37612860908,882.304985847893,225.0,10.2561582321299,12.061607524749201,56146.0,472893.0,16382.0
2011-11-01,,,,8.6,64.1,132701.0,11.5,7.5,8.5,6.1,7.0,7.6,11.6,7.7,7.6,8.854,8.769,7.406,,,,107709000.0,110685.619,4.1,8.6,9.4,18.165055000001303,91.346298139,6.348677482432086,,26.88,3859.5,,,,10.1796012115461,11.925476648922,,,
2011-12-01,,,,8.5,64.0,132902.0,11.3,7.3,8.6,5.9,6.8,7.5,11.5,7.7,7.3,8.64,8.603,7.348,,,,107814000.0,111005.224,4.1,8.5,9.6,25.709514999998646,92.196664757,6.644528187345999,,26.83,3868.3,,,,10.094839617784,11.7923483255862,,,
2012-01-01,115.3,116.3,119.6,8.3,63.7,133243.0,11.2,7.1,8.6,6.2,7.1,7.9,11.8,7.6,7.7,8.454,8.456,7.294,,,,108015000.0,111302.226,4.0,8.3,9.6,41.626335000000836,92.918466669,3.7748194632207133,254.8,27.25,3891.3,1186.41724466798,918.0776150798,222.0,9.98155863928401,11.6844644762368,,,
2012-02-01,,,,8.3,63.8,133521.0,11.0,7.0,8.6,6.0,7.0,7.8,11.6,7.7,7.6,8.323,8.346,7.253,,,,108286000.0,111650.805,4.0,8.3,10.1,32.79385000000002,93.788054096,7.001360152635638,,26.99,3902.6,,,,9.961842019380281,11.6698444711795,,,
2012-03-01,,,,8.2,63.8,133745.0,11.0,6.7,8.7,5.7,6.6,7.6,11.3,8.0,7.4,8.258,8.284,7.234,,,,108569000.0,111809.0,4.0,8.2,10.4,36.44847599999957,94.572008269,6.930965336563255,,26.92,3913.5,,,,9.96624256523925,11.5790645723166,,,
2012-04-01,115.8,116.8,119.9,8.2,63.7,133828.0,10.9,6.8,8.8,5.3,6.2,6.9,10.6,7.6,6.8,8.24,8.252,7.234,,,,108824000.0,111840.664,4.0,8.1,10.7,24.18676400000004,95.121473399,5.243051269720689,,27.12,3907.0,1169.05034298479,898.151919786577,228.0,9.96671944855915,11.603857043658,,,
2012-05-01,,,,8.2,63.7,133935.0,10.8,6.8,8.8,5.6,6.5,7.3,10.8,7.8,6.9,8.241,8.228,7.247,,,,109041000.0,112106.501,3.9,8.2,10.5,33.52968800000053,94.860348848,7.255733679102128,,26.84,3928.4,,,,9.92837457413227,11.6096321226012,,,
2012-06-01,,,,8.2,63.8,134008.0,10.7,6.8,8.8,6.2,7.1,7.5,11.3,8.2,7.3,8.231,8.188,7.26,,,,109217000.0,112233.009,3.8,8.2,10.9,35.8254450000004,95.565298199,12.525098606223661,,26.79,3936.5,,,,9.96540404987804,11.6387015853665,,,
2012-07-01,116.3,117.3,120.6,8.2,63.7,134153.0,10.5,6.7,8.7,6.2,7.1,7.5,11.9,8.4,7.3,8.198,8.119,7.263,,,,109193000.0,112494.635,3.8,8.2,10.8,9.39335999999821,96.288098255,0.7442733831845239,,26.82,3918.6,1165.23107104279,898.334744222484,232.0,9.97378317281994,11.6537032866256,,,
2012-08-01,,,,8.1,63.5,134329.0,10.3,6.6,8.6,5.8,6.7,6.9,11.4,8.4,7.0,8.158,8.033,7.252,,,,109450000.0,112763.028,3.8,8.1,10.8,45.06715500000064,96.487080046,5.941509088761676,,26.51,3936.1,,,,10.025362018069501,11.651087273088399,,,
2012-09-01,,,,7.8,63.6,134512.0,10.2,6.5,8.6,5.4,6.2,6.4,10.5,8.0,6.4,8.141,7.95,7.224,371000.0,3327000.0,373250.0,109660000.0,112898.753,3.8,7.8,11.1,24.814705000000686,96.962757325,5.595954227983246,,26.92,3958.9,,,,9.79573065009272,11.5113667739249,51062.0,437339.0,18091.0
