,Employment Cost Index: Wages and Salaries: Private Industry Workers,Employment Cost Index: Total compensation: All Civilian,Employment Cost Index: Wages and salaries for Private industry workers in Aircraft manufacturing,Unemployment Rate,Labor Force Participation Rate,"All Employees, Total Nonfarm",Unemployment Rate in California,Unemployment Rate in Texas,Unemployment Rate in New York,"Unemployment Rate in Austin-Round Rock, TX (MSA)","Unemployment Rate in Dallas-Fort Worth-Arlington, TX (MSA)","Unemployment Rate in Seattle-Tacoma-Bellevue, WA (MSA)","Unemployment Rate in Los Angeles County, CA","Unemployment Rate in Miami-Dade County, FL","Unemployment Rate in San Francisco County/City, CA",Unemployment Rate in Great Lakes BEA Region (DISCONTINUED),Unemployment Rate in Southeast BEA Region (DISCONTINUED),Unemployment Rate in New England BEA Region (DISCONTINUED),Initial Claims,Continued Claims (Insured Unemployment),4-Week Moving Average of Initial Claims,Total Nonfarm Private Payroll Employment,Total Nonfarm Private Payroll Employment (DISCONTINUED),Adjusted Unemployment Rate in Japan (DISCONTINUED),Unemployment Rate in the United States (DISCONTINUED),Adjusted Unemployment Rate in Italy (DISCONTINUED),Change in Total Nonfarm Payroll Employment in Texas,Mining: Oil and Gas Extraction Payroll Employment in Texas,Retail Trade: Automobile Dealers Payroll Employment in Texas,All Employees: State Government in New York,Average Hourly Earnings of All Employees: Total Private in California,"All Employees: Total Nonfarm in New York City, NY","Average Weekly Wages for Employees in Total Covered Establishments in Houston-Sugar Land-Baytown, TX (MSA)","Average Weekly Wages for Employees in Total Covered Establishments in New Orleans-Metairie-Kenner, LA (MSA)","Number of Private Establishments for All Industries in Spencer County, KY",Hornstein-Kudlyak-Lange Non-Employment Index,Hornstein-Kudlyak-Lange Non-Employment Index including People Working Part-Time for Economic Reasons,Initial Claims in California,Continued Claims (Insured Unemployment) in California,Initial Claims in Texas
1952-05-01,,,,3.0,59.1,48642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-06-01,,,,3.0,59.1,48282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-07-01,,,,3.2,58.9,48143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-08-01,,,,3.4,58.7,48924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-09-01,,,,3.1,59.2,49320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-10-01,,,,3.0,58.7,49597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-11-01,,,,2.8,59.1,49816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-12-01,,,,2.7,59.2,50166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-01-01,,,,2.9,59.5,50144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-02-01,,,,2.6,59.5,50339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03-01,,,,2.6,59.6,50473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04-01,,,,2.7,59.1,50435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05-01,,,,2.5,58.6,50490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06-01,,,,2.5,58.9,50519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-07-01,,,,2.6,58.9,50536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-08-01,,,,2.7,58.6,50489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-09-01,,,,2.9,58.5,50368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-10-01,,,,3.1,58.5,50240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-11-01,,,,3.5,58.6,49908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-12-01,,,,4.5,58.3,49703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-01-01,,,,4.9,58.6,49469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-02-01,,,,5.2,59.3,49382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-03-01,,,,5.7,59.1,49157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-04-01,,,,5.9,59.2,49179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-05-01,,,,5.9,58.9,48965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-06-01,,,,5.6,58.5,48895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-07-01,,,,5.8,58.4,48835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-08-01,,,,6.0,58.7,48826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-09-01,,,,6.1,59.2,48886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-10-01,,,,5.7,58.8,48942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-11-01,,,,5.3,58.6,49180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-12-01,,,,5.0,58.1,49331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-01-01,,,,4.9,58.6,49496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-02-01,,,,4.7,58.4,49644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-03-01,,,,4.6,58.5,49962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-04-01,,,,4.7,59.0,50248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-05-01,,,,4.3,58.8,50512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-06-01,,,,4.2,58.8,50790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-07-01,,,,4.0,59.3,50987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-08-01,,,,4.2,59.7,51111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-09-01,,,,4.1,59.7,51266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-10-01,,,,4.3,59.8,51429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-11-01,,,,4.2,59.9,51592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-12-01,,,,4.2,60.2,51805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-01-01,,,,4.0,60.2,51975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-02-01,,,,3.9,59.9,52167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-03-01,,,,4.2,59.8,52294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-04-01,,,,4.0,59.9,52375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-05-01,,,,4.3,60.2,52506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-06-01,,,,4.3,60.1,52586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-07-01,,,,4.4,60.1,51955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-08-01,,,,4.1,60.0,52631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-09-01,,,,3.9,60.0,52604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-10-01,,,,3.9,59.8,52777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-11-01,,,,4.3,59.8,52821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956-12-01,,,,4.2,59.8,52929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-01-01,,,,4.2,59.5,52887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-02-01,,,,3.9,59.9,53097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-03-01,,,,3.7,59.8,53156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-04-01,,,,3.9,59.5,53238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-05-01,,,,4.1,59.5,53150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-06-01,,,,4.3,59.8,53067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-07-01,,,,4.2,60.0,53123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-08-01,,,,4.1,59.3,53128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-09-01,,,,4.4,59.6,52934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-10-01,,,,4.5,59.5,52763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-11-01,,,,5.1,59.5,52558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957-12-01,,,,5.2,59.6,52384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-01-01,,,,5.8,59.3,52076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-02-01,,,,6.4,59.3,51576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-03-01,,,,6.7,59.3,51299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-04-01,,,,7.4,59.6,51027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-05-01,,,,7.4,59.8,50914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-06-01,,,,7.3,59.5,50914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-07-01,,,,7.5,59.6,51039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-08-01,,,,7.4,59.8,51233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-09-01,,,,7.1,59.7,51506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-10-01,,,,6.7,59.6,51485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-11-01,,,,6.2,59.2,51944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-12-01,,,,6.2,59.2,52085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-01,,,,6.0,59.3,52478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-01,,,,5.9,59.0,52688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-01,,,,5.6,59.3,53014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-01,,,,5.2,59.4,53321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-01,,,,5.1,59.2,53550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-06-01,,,,5.0,59.2,53681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-01,,,,5.1,59.4,53804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-01,,,,5.2,59.2,53336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-09-01,,,,5.5,59.3,53428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-01,,,,5.7,59.4,53358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-11-01,,,,5.8,59.1,53634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-12-01,,,,5.3,59.5,54174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-01,,,,5.2,59.1,54274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-01,,,,4.8,59.1,54513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-01,,,,5.4,58.5,54454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-01,,,,5.2,59.5,54813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-01,,,,5.1,59.5,54475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-01,,,,5.4,59.7,54348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-01,,,,5.5,59.5,54306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-01,,,,5.6,59.5,54272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-01,,,,5.5,59.7,54227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-01,,,,6.1,59.4,54142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-01,,,,6.1,59.8,53961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-01,,,,6.6,59.7,53742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-01-01,,,,6.6,59.6,53683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-02-01,,,,6.9,59.6,53557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-03-01,,,,6.9,59.7,53659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-04-01,,,,7.0,59.3,53627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-05-01,,,,7.1,59.4,53786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-06-01,,,,6.9,59.7,53977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-07-01,,,,7.0,59.3,54123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-08-01,,,,6.6,59.3,54298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-09-01,,,,6.7,59.0,54388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-10-01,,,,6.5,59.1,54522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-11-01,,,,6.1,59.1,54742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-12-01,,,,6.0,58.8,54872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-01,,,,5.8,58.8,54891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-02-01,,,,5.5,59.0,55188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-03-01,,,,5.6,58.9,55275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-04-01,,,,5.6,58.7,55602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-05-01,,,,5.5,58.9,55628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-06-01,,,,5.5,58.8,55644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-07-01,,,,5.4,58.5,55746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-08-01,,,,5.7,59.0,55838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-09-01,,,,5.6,59.0,55978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-10-01,,,,5.4,58.7,56041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-11-01,,,,5.7,58.5,56056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-12-01,,,,5.5,58.4,56028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-01-01,,,,5.7,58.6,56115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-02-01,,,,5.9,58.6,56230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-03-01,,,,5.7,58.6,56320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-04-01,,,,5.7,58.8,56580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-05-01,,,,5.9,58.8,56616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-06-01,,,,5.6,58.5,56659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-07-01,,,,5.6,58.7,56794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-08-01,,,,5.4,58.5,56910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-09-01,,,,5.5,58.7,57078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-10-01,,,,5.5,58.8,57283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-11-01,,,,5.7,58.8,57255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-12-01,,,,5.5,58.5,57361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-01-01,,,,5.6,58.6,57487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-02-01,,,,5.4,58.8,57753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-03-01,,,,5.4,58.7,57897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-04-01,,,,5.3,59.1,57922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-05-01,,,,5.1,59.1,58089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-06-01,,,,5.2,58.7,58219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-07-01,,,,4.9,58.6,58412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-08-01,,,,5.0,58.6,58619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-09-01,,,,5.1,58.7,58903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-10-01,,,,5.1,58.6,58793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-11-01,,,,4.8,58.5,59218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-12-01,,,,5.0,58.6,59421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-01-01,,,,4.9,58.6,59582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-02-01,,,,5.1,58.7,59800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-03-01,,,,4.7,58.7,60003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-04-01,,,,4.8,58.8,60259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-05-01,,,,4.6,59.0,60491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-06-01,,,,4.6,58.8,60690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-07-01,,,,4.4,59.1,60965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-08-01,,,,4.4,58.9,61228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-09-01,,,,4.3,58.7,61490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-10-01,,,,4.2,58.9,61719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-11-01,,,,4.1,58.8,61996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-12-01,,,,4.0,59.0,62322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-01-01,,,,4.0,59.0,62529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-02-01,,,,3.8,58.8,62796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-03-01,,,,3.8,58.8,63192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-04-01,,,,3.8,59.0,63437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-05-01,,,,3.9,59.0,63712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-06-01,,,,3.8,59.1,64111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-07-01,,,,3.8,59.1,64301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-08-01,,,,3.8,59.3,64507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-09-01,,,,3.7,59.3,64643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-10-01,,,,3.7,59.3,64854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-11-01,,,,3.6,59.6,65019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-12-01,,,,3.8,59.5,65199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-01-01,,,,3.9,59.5,65407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-02-01,,,,3.8,59.3,65429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-03-01,,,,3.8,59.1,65530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-04-01,,,,3.8,59.4,65466.0,,,,,,,,,,,,,259000.0,1291000.0,248000.0,,,,,,,,,,,,,,,,,,,
1967-05-01,,,,3.8,59.3,65620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-06-01,,,,3.9,59.6,65750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-07-01,,,,3.8,59.6,65888.0,,,,,,,,,,,,,209000.0,1193000.0,222250.0,,,,,,,,,,,,,,,,,,,
1967-08-01,,,,3.8,59.7,66143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-09-01,,,,3.8,59.7,66164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-10-01,,,,4.0,59.9,66225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-11-01,,,,3.9,59.8,66703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-12-01,,,,3.8,59.9,66900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-01-01,,,,3.7,59.2,66804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-02-01,,,,3.8,59.6,67215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-03-01,,,,3.7,59.6,67295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-04-01,,,,3.5,59.5,67556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-05-01,,,,3.5,59.9,67652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-06-01,,,,3.7,60.0,67905.0,,,,,,,,,,,,,199000.0,1063000.0,196500.0,,,,,,,,,,,,,,,,,,,
1968-07-01,,,,3.7,59.8,68126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-08-01,,,,3.5,59.6,68330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-09-01,,,,3.4,59.5,68484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-10-01,,,,3.4,59.5,68721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-11-01,,,,3.4,59.6,68984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-12-01,,,,3.4,59.7,69248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-01-01,,,,3.4,59.6,69439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-02-01,,,,3.4,60.0,69699.0,,,,,,,,,,,,,203000.0,1099000.0,194750.0,,,,,,,,,,,,,,,,,,,
1969-03-01,,,,3.4,59.9,69905.0,,,,,,,,,,,,,201000.0,1098000.0,195500.0,,,,,,,,,,,,,,,,,,,
1969-04-01,,,,3.4,60.0,70072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-05-01,,,,3.4,59.8,70328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-06-01,,,,3.5,60.1,70636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-07-01,,,,3.5,60.1,70729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-08-01,,,,3.5,60.3,71008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-09-01,,,,3.7,60.3,70914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-10-01,,,,3.7,60.4,71121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-11-01,,,,3.5,60.2,71086.0,,,,,,,,,,,,,198000.0,1143000.0,200500.0,,,,,,,,,,,,,,,,,,,
1969-12-01,,,,3.5,60.2,71241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,,,,3.9,60.4,71176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-01,,,,4.2,60.4,71305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-01,,,,4.4,60.6,71451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-01,,,,4.6,60.6,71348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-01,,,,4.8,60.3,71124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-01,,,,4.9,60.2,71029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-07-01,,,,5.0,60.4,71053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-08-01,,,,5.1,60.3,70937.0,,,,,,,,,,,,,261000.0,1900000.0,282500.0,,,,,,,,,,,,,,,,,,,
1970-09-01,,,,5.4,60.2,70944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-10-01,,,,5.5,60.4,70521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-11-01,,,,5.9,60.4,70409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-12-01,,,,6.1,60.4,70792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-01-01,,,,5.9,60.4,70865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-02-01,,,,5.9,60.1,70807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-03-01,,,,6.0,60.0,70860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
