,Date,spx,MA50,RSI,MACD_signal
13257,1980-12-05,134.02999877929688,132.44699920654296,45.70862304175003,2.0491706637151403
13258,1980-12-08,130.61000061035156,132.48479919433595,37.39415417634189,1.7986861029533392
13259,1980-12-09,130.47999572753906,132.5673991394043,37.117755124347376,1.5000042702809702
13260,1980-12-10,128.25999450683594,132.66179901123047,32.6761319675375,1.147933080482348
13261,1980-12-11,127.36000061035156,132.69979904174804,31.053778463511506,0.7638793808256608
13262,1980-12-12,129.22999572753906,132.74179901123046,37.947585548261806,0.408006037455292
13263,1980-12-15,129.4499969482422,132.7689990234375,38.72384952166821,0.09103112686833972
13264,1980-12-16,130.60000610351562,132.79439910888672,42.75517504982067,-0.16680640498587795
13265,1980-12-17,132.88999938964844,132.8175991821289,49.83289006718963,-0.33714581309749936
13266,1980-12-18,133.0,132.8575991821289,50.1517152581162,-0.4411902001234518
13267,1980-12-19,133.6999969482422,132.89859924316406,52.232154029476284,-0.4860543693990288
13268,1980-12-22,135.77999877929688,132.99339935302734,57.86010634429309,-0.45718064018692023
13269,1980-12-23,135.3000030517578,133.09359954833985,56.21414843496904,-0.390219077676466
13270,1980-12-24,135.8800048828125,133.17059967041016,57.777164942023276,-0.2927520562158945
13271,1980-12-26,136.57000732421875,133.2615997314453,59.62371899334014,-0.1695983592823881
13272,1980-12-29,135.02999877929688,133.28819976806642,53.952417567944025,-0.06098406002314975
13273,1980-12-30,135.3300018310547,133.35039978027345,54.85331787181517,0.03774885388894142
13274,1980-12-31,135.75999450683594,133.43519958496094,56.176728930921435,0.13188680913696016
13275,1981-01-02,136.33999633789062,133.50979949951173,57.96657898045545,0.2271628598947717
13276,1981-01-05,137.97000122070312,133.63239959716796,62.590761321931645,0.3436457446527097
13277,1981-01-06,138.1199951171875,133.75639953613282,62.99420169405422,0.468924263670111
13278,1981-01-07,135.0800018310547,133.86739959716797,50.99143329936754,0.5435783182256387
13279,1981-01-08,133.05999755859375,133.93159942626954,44.873123085989505,0.5491215369811789
13280,1981-01-09,133.47999572753906,134.04359939575195,46.31544894990632,0.5165061044985719
13281,1981-01-12,133.52000427246094,134.15299942016603,46.45915507056017,0.46114441461781774
13282,1981-01-13,133.2899932861328,134.2605992126465,45.70173100992763,0.3897072301817427
13283,1981-01-14,133.47000122070312,134.40419921875,46.437692048642496,0.3139227923009409
13284,1981-01-15,134.22000122070312,134.53919921875,49.50842503776442,0.25063664406494424
13285,1981-01-16,134.77000427246094,134.65379943847657,51.695476942607804,0.2067054719656743
