,Retailers: Inventories to Sales Ratio,Total Business: Inventories to Sales Ratio,Total Business Inventories,Exchange Rates (Value of Foreign Currency Relative to U.S. Dollar) in Belgium (DISCONTINUED),Employment in Manufacturing in the United Kingdom (DISCONTINUED),"Real Hourly Compensation in Manufacturing, CPI Basis, in Italy (DISCONTINUED)",Chicago Fed Midwest Manufacturing Index (DISCONTINUED),Chicago Fed Midwest Manufacturing Index for the Steel Sector Output (DISCONTINUED),Chicago Fed Midwest Manufacturing Index for the Resource Sector Output (DISCONTINUED),Current General Business Conditions; Diffusion Index for New York,Future Capital Expenditures; Diffusion Index for New York,Current New Orders; Diffusion Index for New York,Current General Activity; Diffusion Index for Federal Reserve District 3: Philadelphia,Future Capital Expenditures; Diffusion Index for Federal Reserve District 3: Philadelphia,Future New Orders; Diffusion Index for Federal Reserve District 3: Philadelphia,Current New Orders; Diffusion Index for Federal Reserve District 3: Philadelphia,Current Prices Paid; Diffusion Index for Federal Reserve District 3: Philadelphia,"Current Number of Part-Time, Temporary, and Contract Employees; Percent of Respondents Reporting Decreases for Federal Reserve District 3: Philadelphia",Current General Business Activity; Diffusion Index for Texas,Current Prices Paid for Raw Materials; Percentage Reporting Increases for Texas,Future Prices Paid for Raw Materials; Diffusion Index for Texas
1992-02-01,1.65,1.56,809600.0,,,,66.2,70.3,73.3,,,,0.6,27.2,49.0,,,,,,
1992-03-01,1.67,1.53,812725.0,,,,67.1,72.1,74.0,,,,15.0,22.7,47.3,,,,,,
1992-04-01,1.68,1.53,815453.0,,,,67.8,72.6,74.7,,,,20.1,20.2,53.4,,,,,,
1992-05-01,1.67,1.52,815016.0,,,,69.4,74.8,74.8,,,,17.0,15.9,57.3,,,,,,
1992-06-01,1.67,1.52,820447.0,,,,69.5,75.7,75.9,,,,15.0,32.7,55.8,,,,,,
1992-07-01,1.7,1.51,825098.0,,,,70.9,77.4,76.5,,,,27.8,20.0,51.4,,,,,,
1992-08-01,1.68,1.53,826136.0,,,,70.2,76.8,75.7,,,,16.7,23.8,49.2,,,,,,
1992-09-01,1.67,1.51,827513.0,,,,69.4,75.4,76.6,,,,21.0,26.9,57.0,,,,,,
1992-10-01,1.66,1.52,827914.0,,,,70.4,77.1,76.4,,,,-4.9,24.2,53.6,,,,,,
1992-11-01,1.67,1.51,829839.0,,,,70.8,77.3,76.6,,,,18.2,14.8,59.6,,,,,,
1992-12-01,1.67,1.51,835800.0,,,,71.1,76.5,76.8,,,,25.4,21.0,50.9,,,,,,
1993-01-01,1.66,1.5,835983.0,123.4,111.7,96.3,71.8,78.3,77.0,,,,31.1,22.7,52.4,,,,,,
1993-02-01,1.69,1.5,838089.0,,,,71.9,78.7,77.4,,,,34.3,20.9,49.3,,,,,,
1993-03-01,1.73,1.52,844806.0,,,,72.0,78.6,77.0,,,,16.2,27.1,46.4,,,,,,
1993-04-01,1.69,1.51,846782.0,,,,72.1,78.2,77.7,,,,23.3,21.4,35.5,,,,,,
1993-05-01,1.68,1.49,847279.0,,,,71.7,77.6,76.7,,,,14.8,18.4,23.9,,,,,,
1993-06-01,1.69,1.5,849135.0,,,,71.6,78.6,77.1,,,,3.5,11.5,30.0,,,,,,
1993-07-01,1.67,1.5,849450.0,,,,71.9,78.0,76.8,,,,-3.2,-4.1,36.4,,,,,,
1993-08-01,1.66,1.5,850877.0,,,,71.2,78.8,77.0,,,,-0.3,16.1,41.8,,,,,,
1993-09-01,1.67,1.5,855018.0,,,,71.8,79.0,76.8,,,,7.3,18.2,36.8,,,,,,
1993-10-01,1.66,1.48,855322.0,,,,73.1,79.8,77.1,,,,8.9,23.5,43.5,,,,,,
1993-11-01,1.66,1.49,859037.0,,,,73.6,81.3,76.5,,,,18.9,30.9,39.8,,,,,,
1993-12-01,1.66,1.5,863125.0,,,,74.2,83.1,76.1,,,,41.4,23.2,46.5,,,,,,
1994-01-01,1.66,1.48,863021.0,127.7,114.2,97.5,74.6,83.2,75.6,,,,27.2,21.6,46.2,,,,,,
1994-02-01,1.65,1.47,867670.0,,,,75.2,84.9,75.9,,,,21.3,21.6,31.9,,,,,,
1994-03-01,1.62,1.46,868751.0,,,,76.4,86.3,77.3,,,,19.8,29.6,43.8,,,,,,
1994-04-01,1.63,1.46,871989.0,,,,77.1,89.2,76.5,,,,16.7,23.0,34.2,,,,,,
1994-05-01,1.66,1.47,882927.0,,,,77.3,89.7,76.7,,,,22.1,29.5,28.4,,,,,,
1994-06-01,1.67,1.47,888689.0,,,,77.7,88.0,77.1,,,,25.0,25.8,33.0,,,,,,
1994-07-01,1.67,1.47,894473.0,,,,78.2,90.6,76.9,,,,17.8,26.0,27.1,,,,,,
1994-08-01,1.67,1.46,902148.0,,,,79.3,90.2,78.2,,,,18.5,24.9,33.5,,,,,,
1994-09-01,1.68,1.46,907994.0,,,,80.1,92.0,77.9,,,,18.5,15.3,31.1,,,,,,
1994-10-01,1.66,1.45,913439.0,,,,81.0,93.1,78.3,,,,26.1,23.9,28.3,,,,,,
1994-11-01,1.67,1.46,919492.0,,,,82.1,93.9,79.2,,,,24.7,30.9,27.0,,,,,,
1994-12-01,1.68,1.44,926395.0,,,,83.1,94.9,80.1,,,,23.3,11.6,14.8,,,,,,
1995-01-01,1.69,1.45,935639.0,144.8,118.2,97.9,83.9,95.4,80.6,,,,8.8,28.2,21.3,,,,,,
1995-02-01,1.73,1.46,942713.0,,,,83.8,93.8,80.9,,,,9.2,13.6,10.0,,,,,,
1995-03-01,1.73,1.48,951538.0,,,,83.8,93.1,80.7,,,,2.0,8.2,-8.9,,,,,,
1995-04-01,1.74,1.48,959239.0,,,,82.1,90.4,80.1,,,,-11.1,11.4,5.3,,,,,,
1995-05-01,1.73,1.49,965634.0,,,,83.3,91.7,80.9,,,,-8.5,5.3,14.4,,,,,,
1995-06-01,1.71,1.48,969558.0,,,,83.6,91.3,80.9,,,,-20.8,-7.7,15.9,,,,,,
1995-07-01,1.71,1.49,972934.0,,,,82.2,89.1,80.6,,,,-20.2,11.9,25.2,,,,,,
1995-08-01,1.71,1.48,976097.0,,,,83.6,91.1,80.5,,,,1.2,16.9,25.5,,,,,,
1995-09-01,1.71,1.47,980029.0,,,,84.1,93.0,80.3,,,,26.2,21.5,24.2,,,,,,
1995-10-01,1.73,1.49,984223.0,,,,83.4,92.1,80.0,,,,21.7,15.8,39.8,,,,,,
1995-11-01,1.72,1.48,986767.0,,,,83.4,93.6,79.0,,,,5.5,15.4,25.2,,,,,,
1995-12-01,1.69,1.45,985385.0,,,,83.1,93.0,78.2,,,,19.6,20.0,10.3,,,,,,
1996-01-01,1.71,1.5,990730.0,137.8,119.9,99.5,82.0,93.3,77.0,,,,-14.7,6.9,13.4,,,,,,
1996-02-01,1.68,1.5,991277.0,,,,83.0,94.7,76.8,,,,4.8,17.4,26.6,,,,,,
1996-03-01,1.66,1.46,989146.0,,,,81.2,94.9,76.6,,,,-3.5,4.0,19.6,,,,,,
1996-04-01,1.65,1.46,992111.0,,,,83.4,94.9,76.5,,,,21.3,29.0,30.1,,,,,,
1996-05-01,1.65,1.45,993761.0,,,,83.8,96.2,76.4,,,,19.6,20.3,33.4,,,,,,
1996-06-01,1.66,1.44,993127.0,,,,84.4,97.8,76.5,,,,21.2,16.4,37.6,,,,,,
1996-07-01,1.68,1.45,997782.0,,,,84.9,96.6,76.8,,,,29.0,20.8,42.6,,,,,,
1996-08-01,1.69,1.45,999951.0,,,,84.9,97.8,76.6,,,,13.8,9.1,26.8,,,,,,
1996-09-01,1.67,1.44,1000678.0,,,,85.3,99.1,77.1,,,,12.9,13.9,28.9,,,,,,
1996-10-01,1.67,1.44,1004389.0,,,,84.9,98.5,78.1,,,,8.2,16.1,23.5,,,,,,
1996-11-01,1.66,1.43,1004457.0,,,,85.8,98.1,79.0,,,,11.1,19.4,30.2,,,,,,
1996-12-01,1.66,1.43,1004646.0,,,,86.9,99.1,79.7,,,,8.1,14.0,32.4,,,,,,
1997-01-01,1.64,1.43,1007785.0,119.2,120.4,102.1,87.0,97.3,79.4,,,,12.8,13.4,37.4,,,,,,
1997-02-01,1.64,1.41,1010716.0,,,,89.0,98.8,80.8,,,,16.9,19.2,36.7,,,,,,
1997-03-01,1.63,1.41,1010352.0,,,,90.6,98.6,82.1,,,,13.4,17.2,30.3,,,,,,
1997-04-01,1.65,1.41,1014611.0,,,,90.4,100.0,81.7,,,,6.6,13.3,30.0,,,,,,
1997-05-01,1.67,1.43,1018535.0,,,,91.1,99.5,82.6,,,,1.1,16.1,9.5,,,,,,
1997-06-01,1.65,1.42,1024680.0,,,,91.5,99.4,82.3,,,,18.2,22.8,18.5,,,,,,
1997-07-01,1.64,1.41,1026787.0,,,,92.1,100.8,83.7,,,,20.0,17.1,16.8,,,,,,
1997-08-01,1.63,1.41,1028019.0,,,,94.3,101.0,83.8,,,,17.2,15.6,17.1,,,,,,
1997-09-01,1.64,1.41,1034401.0,,,,95.0,102.6,84.1,,,,19.1,17.5,30.7,,,,,,
1997-10-01,1.64,1.42,1038283.0,,,,95.0,103.5,83.3,,,,19.3,15.5,28.2,,,,,,
1997-11-01,1.64,1.41,1040118.0,,,,96.3,104.7,83.8,,,,19.8,19.3,28.9,,,,,,
1997-12-01,1.64,1.42,1045495.0,,,,96.9,105.7,83.7,,,,15.6,23.0,27.8,,,,,,
1998-01-01,1.64,1.43,1048304.0,117.5,119.5,98.6,97.7,107.0,84.0,,,,18.6,17.6,29.1,,,,,,
1998-02-01,1.65,1.43,1054991.0,,,,97.2,106.8,83.6,,,,13.2,15.1,24.5,,,,,,
1998-03-01,1.65,1.43,1060201.0,,,,96.3,105.5,82.6,,,,10.4,21.7,28.5,,,,,,
1998-04-01,1.64,1.44,1062401.0,,,,94.7,104.5,82.7,,,,8.7,21.4,29.8,,,,,,
1998-05-01,1.61,1.43,1061497.0,,,,97.7,107.0,82.6,,,,13.2,16.7,29.5,,,,,,
1998-06-01,1.6,1.44,1061985.0,,,,95.5,105.8,81.7,,,,24.1,19.7,13.4,,,,,,
1998-07-01,1.62,1.45,1064039.0,,,,91.5,104.6,81.4,,,,8.3,12.5,2.9,,,,,,
1998-08-01,1.63,1.44,1066363.0,,,,97.5,106.4,81.0,,,,10.4,19.2,19.4,,,,,,
1998-09-01,1.63,1.44,1070815.0,,,,96.7,104.2,80.1,,,,-14.2,2.9,14.4,,,,,,
1998-10-01,1.6,1.43,1073223.0,,,,98.9,107.0,79.8,,,,3.5,9.7,14.8,,,,,,
1998-11-01,1.6,1.43,1077587.0,,,,99.1,107.7,80.0,,,,-4.7,16.5,18.2,,,,,,
1998-12-01,1.6,1.43,1077183.0,,,,100.2,109.2,80.5,,,,4.6,11.3,30.1,,,,,,
1999-01-01,1.6,1.42,1077080.0,112.7,114.9,99.1,100.3,109.4,80.7,,,,13.8,20.4,31.2,,,,,,
1999-02-01,1.6,1.41,1082721.0,,,,101.1,109.3,81.0,,,,15.1,22.2,26.9,,,,,,
1999-03-01,1.61,1.42,1090051.0,,,,101.3,110.4,80.5,,,,4.3,19.1,27.2,,,,,,
1999-04-01,1.61,1.42,1092918.0,,,,102.6,111.7,80.9,,,,20.6,23.3,25.0,,,,,,
1999-05-01,1.6,1.4,1095905.0,,,,103.4,111.1,81.4,,,,13.1,23.7,25.3,,,,,,
1999-06-01,1.6,1.4,1098782.0,,,,103.5,111.3,80.9,,,,5.8,21.4,23.9,,,,,,
1999-07-01,1.59,1.4,1104062.0,,,,105.6,112.3,80.4,,,,9.8,18.6,15.8,,,,,,
1999-08-01,1.58,1.39,1105895.0,,,,106.1,113.3,80.8,,,,13.7,21.4,27.4,,,,,,
1999-09-01,1.58,1.4,1112246.0,,,,105.2,111.8,81.3,,,,13.9,23.7,8.7,,,,,,
1999-10-01,1.58,1.39,1115766.0,,,,107.6,112.9,83.2,,,,16.0,24.3,22.1,,,,,,
1999-11-01,1.58,1.39,1128337.0,,,,107.7,113.7,84.2,,,,20.9,19.1,29.6,,,,,,
1999-12-01,1.56,1.39,1137260.0,,,,108.2,113.5,85.2,,,,14.2,16.6,28.5,,,,,,
2000-01-01,1.58,1.38,1140023.0,97.7,110.6,99.3,109.0,112.9,84.5,,,,11.3,22.6,21.2,,,,,,
2000-02-01,1.56,1.4,1146435.0,,,,109.2,113.2,84.8,,,,14.5,37.9,37.7,,,,,,
2000-03-01,1.55,1.38,1150666.0,,,,109.4,112.9,85.0,,,,19.4,19.4,17.6,,,,,,
2000-04-01,1.58,1.39,1157552.0,,,,111.4,112.8,85.7,,,,10.0,14.7,7.2,,,,,,
2000-05-01,1.59,1.4,1163974.0,,,,111.0,111.8,84.9,,,,13.9,20.9,8.3,,,,,,
2000-06-01,1.6,1.4,1174263.0,,,,111.5,112.1,84.9,,,,2.6,12.4,17.6,,,,,,
2000-07-01,1.6,1.41,1175374.0,,,,111.9,111.5,85.1,,,,4.7,25.2,24.7,,,,,,
2000-08-01,1.62,1.43,1183268.0,,,,111.0,110.0,84.2,,,,17.1,23.0,11.8,,,,,,
2000-09-01,1.59,1.4,1183463.0,,,,111.8,112.3,84.0,,,,5.5,31.7,27.6,,,,,,
2000-10-01,1.6,1.42,1189920.0,,,,112.4,111.4,84.5,,,,1.8,23.7,16.4,,,,,,
2000-11-01,1.62,1.43,1197038.0,,,,112.6,112.4,84.2,,,,7.1,16.4,12.4,,,,,,
2000-12-01,1.62,1.42,1195894.0,,,,109.3,109.4,83.0,,,,-7.8,26.1,4.3,,,,,,
2001-01-01,1.61,1.44,1197945.0,94.7,105.2,99.7,109.2,111.8,82.8,,,,-36.6,5.7,5.6,,,,,,
2001-02-01,1.6,1.42,1191600.0,,,,110.5,110.3,82.8,,,,-29.4,-6.2,15.2,,,,,,
2001-03-01,1.61,1.44,1186068.0,,,,111.0,109.3,82.1,,,,-20.5,4.5,26.2,,,,,,
2001-04-01,1.58,1.45,1184434.0,,,,108.1,108.3,82.0,,,,-10.7,2.3,31.2,,,,,,
2001-05-01,1.59,1.43,1182109.0,,,,108.9,108.1,82.2,,,,-11.8,9.8,36.6,,,,,,
2001-06-01,1.59,1.44,1173176.0,,,,106.6,106.7,81.6,,,,-7.0,2.0,48.9,,,,,,
2001-07-01,1.6,1.43,1165045.0,,,,106.5,106.3,81.3,-13.3,4.2,7.0,-12.6,0.8,39.6,,,,,,
2001-08-01,1.6,1.42,1163600.0,,,,103.3,103.9,81.7,-8.0,3.8,-0.8,-18.1,5.4,43.9,,,,,,
2001-09-01,1.63,1.44,1157242.0,,,,101.4,102.1,82.8,-12.5,10.3,25.0,-8.2,8.6,42.3,,,,,,
2001-10-01,1.48,1.4,1139077.0,,,,97.9,97.5,83.7,-14.7,14.6,-18.2,-23.6,6.8,49.8,,,,,,
2001-11-01,1.51,1.39,1126312.0,,,,95.9,94.2,84.5,-21.5,11.2,-7.0,-17.7,0.3,42.2,,,,,,
2001-12-01,1.53,1.39,1118552.0,,,,95.1,91.3,85.8,-9.8,11.5,-4.3,-11.0,11.2,40.7,,,,,,
2002-01-01,1.54,1.39,1117388.0,100.0,100.0,100.0,93.4,90.4,86.7,1.4,10.3,6.4,10.5,24.3,57.1,,,,,,
2002-02-01,1.54,1.38,1111859.0,,,,92.6,89.7,87.3,13.3,22.0,9.3,11.1,10.2,54.6,,,,,,
2002-03-01,1.54,1.37,1108193.0,,,,92.5,89.9,88.4,13.8,30.3,19.6,12.2,10.6,53.8,,,,,,
2002-04-01,1.52,1.35,1106806.0,,,,92.3,90.1,88.9,20.2,22.0,21.8,12.6,14.0,54.0,,,,,,
2002-05-01,1.56,1.35,1110725.0,,,,91.3,89.9,89.8,12.9,27.3,8.0,10.1,12.0,58.6,,,,,,
2002-06-01,1.55,1.35,1112674.0,,,,92.1,90.4,91.0,8.9,19.1,11.4,20.4,22.0,45.3,,,,,,
2002-07-01,1.54,1.36,1119258.0,,,,91.4,88.6,90.3,-1.9,15.0,2.4,5.9,20.4,51.0,,,,,,
2002-08-01,1.53,1.34,1120777.0,,,,91.5,91.0,90.3,8.2,13.0,9.5,-1.3,5.8,41.8,,,,,,
2002-09-01,1.57,1.36,1128958.0,,,,91.3,90.1,90.4,6.3,26.7,6.7,4.4,16.0,40.5,,,,,,
2002-10-01,1.57,1.36,1130630.0,,,,91.2,90.3,90.7,-3.8,16.7,0.5,-7.6,16.4,45.6,,,,,,
2002-11-01,1.57,1.35,1132381.0,,,,92.3,91.2,90.4,4.0,17.0,6.9,7.4,26.2,42.0,,,,,,
2002-12-01,1.56,1.37,1139523.0,,,,91.8,90.9,90.2,2.4,18.8,14.0,7.2,10.0,46.1,,,,,,
2003-01-01,1.56,1.35,1139589.0,119.7,94.4,101.1,92.8,93.0,89.4,8.1,18.3,7.8,5.5,10.4,39.8,,,,,,
2003-02-01,1.6,1.36,1148176.0,,,,91.9,92.8,88.8,-3.5,15.3,5.8,-1.6,12.4,33.1,,,,,,
2003-03-01,1.58,1.35,1149009.0,,,,92.6,92.0,89.4,6.5,10.0,4.3,-3.9,17.1,47.0,,,,,,
2003-04-01,1.59,1.38,1150317.0,,,,92.1,92.0,88.7,-14.5,9.8,-5.0,-6.6,13.4,48.4,,,,,,
2003-05-01,1.58,1.37,1145246.0,,,,92.1,92.2,87.9,15.7,21.5,15.7,-0.6,9.0,50.6,,,,,,
2003-06-01,1.56,1.35,1142115.0,,,,93.5,93.9,88.9,25.1,15.3,15.2,3.7,14.0,58.1,,,,,,
2003-07-01,1.55,1.33,1139701.0,,,,92.6,91.8,88.2,19.3,21.1,16.5,7.7,12.7,60.2,,,,,,
2003-08-01,1.51,1.32,1132993.0,,,,91.7,91.9,89.0,15.5,16.3,18.1,20.3,15.8,55.6,,,,,,
2003-09-01,1.53,1.31,1136935.0,,,,95.9,93.2,90.0,20.4,20.2,14.6,21.0,13.5,62.9,,,,,,
2003-10-01,1.56,1.32,1143104.0,,,,95.6,95.2,90.3,36.8,25.0,32.1,28.1,15.2,51.2,,,,,,
2003-11-01,1.55,1.31,1145108.0,,,,97.6,97.1,91.2,34.0,30.5,35.0,26.9,18.0,56.1,,,,,,
2003-12-01,1.55,1.31,1147795.0,,,,97.8,98.8,92.4,27.4,42.3,23.3,26.5,22.4,49.9,,,,,,
2004-01-01,1.55,1.31,1148368.0,131.6,90.3,102.5,97.7,96.4,93.7,32.5,26.9,29.2,36.1,23.6,49.4,,,,,,
2004-02-01,1.55,1.31,1158745.0,,,,98.8,97.7,95.3,37.0,32.8,31.3,28.0,22.4,56.1,,,,,,
2004-03-01,1.54,1.28,1168100.0,,,,99.3,97.6,96.2,32.6,34.3,31.0,29.6,20.1,35.9,,,,,,
2004-04-01,1.58,1.3,1176070.0,,,,99.3,97.8,98.0,39.0,37.4,39.7,32.2,26.9,41.1,,,,,,
2004-05-01,1.55,1.29,1183161.0,,,,100.2,99.2,99.7,37.0,31.7,42.0,29.1,22.6,41.9,,,,,,
2004-06-01,1.59,1.31,1195398.0,,,,98.7,98.4,98.7,27.1,30.8,25.3,30.6,20.5,39.1,,,,47.7,64.6,30.9
2004-07-01,1.58,1.31,1207045.0,,,,99.0,99.8,100.7,35.0,29.1,28.3,34.7,26.5,35.6,,,,39.4,65.7,38.8
2004-08-01,1.59,1.31,1217193.0,,,,100.3,98.5,101.8,15.2,21.0,17.2,25.1,23.9,44.2,,,,37.2,67.1,54.8
2004-09-01,1.56,1.3,1217197.0,,,,99.4,96.8,101.5,28.4,31.7,27.4,19.7,20.7,40.8,,,,27.2,63.0,51.7
2004-10-01,1.54,1.29,1225082.0,,,,100.5,98.6,102.3,24.5,31.7,20.5,26.8,25.6,39.0,,,,24.9,72.7,41.9
2004-11-01,1.55,1.3,1238758.0,,,,99.5,98.2,101.0,15.3,29.2,13.7,19.2,25.6,51.8,,,,42.8,58.0,44.8
2004-12-01,1.54,1.28,1241744.0,,,,99.2,97.3,100.8,21.6,26.0,28.6,25.5,27.9,42.3,,,,41.5,47.0,37.5
2005-01-01,1.55,1.29,1252502.0,131.7,86.0,103.5,99.5,96.2,101.9,15.6,32.8,16.0,13.3,21.2,36.2,,,,27.1,44.4,39.4
2005-02-01,1.54,1.29,1261301.0,,,,99.9,94.9,101.7,17.1,21.7,14.7,21.3,22.7,31.4,,,,27.1,53.0,36.9
2005-03-01,1.54,1.3,1269147.0,,,,98.1,94.1,100.3,24.3,32.7,13.9,15.1,26.4,37.1,,,,29.9,60.6,41.3
2005-04-01,1.53,1.28,1274847.0,,,,98.0,93.4,99.4,8.3,30.1,8.8,25.3,31.7,32.9,,,,7.3,50.8,38.8
2005-05-01,1.54,1.29,1276449.0,,,,97.8,92.2,99.8,-4.9,22.8,-1.3,9.3,16.3,19.6,,,,27.5,40.0,26.9
